time,vehicle_id,speed,edge,x,y
251.0,101,0.0,C0B0,208.2010614894611,1.6
251.0,102,2.8459905930303506,B0B1,201.6,176.63718768272398
251.0,103,0.0,C0C1,401.6,184.29789634026972
251.0,104,0.0,C0C1,401.6,176.79677345370672
251.0,105,0.0,B2B1,198.4,223.2030868413129
251.0,107,0.0,C2B2,208.20104530950232,401.6
251.0,108,4.040321823662406,C0B0,396.5408567798849,1.6
251.0,109,10.47729892362552,A2B2,185.16565724164536,398.4
251.0,110,12.193603610208697,C1B1,252.6363151343367,201.6
251.0,111,11.44085713734685,C1C0,398.4,98.22590387048967
251.0,112,0.0,A0B0,191.79896248385134,-1.6
251.0,113,0.0,B1B2,201.6,356.63372714241336
251.0,114,14.587991210402645,A2B2,81.14601826526251,398.4
251.0,115,0.00024334295688158733,A0B0,184.29787711581142,-1.6
251.0,116,13.564775648633793,A2A1,-1.6,350.18055298840255
251.0,117,0.7665940452767619,A2A1,-1.6,208.38639258503073
251.0,118,10.432648345131138,C1C2,401.6,392.74465431511254
251.0,119,13.738287512284726,B2A2,17.247632441437503,401.6
251.0,120,12.990960040470997,B1A1,113.20969439216549,201.6
251.0,121,15.036733644445569,B1B2,201.6,303.503965454766
251.0,122,13.233209400158954,A1B1,60.58750712890528,198.4
251.0,123,10.212422688712,A2A1,-1.6,372.43159433589636
251.0,124,14.157328629771643,B2C2,240.62364348973784,398.4
251.0,125,13.89,B0A0,187.70000000000002,1.6
251.0,45,0.0,:B2_5,200.85611111111112,393.91583333333335
251.0,55,13.005853234085777,A1A2,1.6,335.6824511013185
251.0,57,9.578981782362902,C1C0,398.4,14.046135581307652
251.0,58,0.0,B2B1,198.4,215.70203876859554
251.0,60,0.0,B1B2,201.6,341.63157133462335
251.0,61,0.004096896383995052,B1B2,201.6,334.1277920314114
251.0,64,12.043367307953105,C1B1,301.024164700173,201.6
251.0,69,13.868840250891127,B1A1,19.100413583436477,201.6
251.0,75,0.0,B1B2,201.6,349.13268069136916
251.0,76,12.381707495683804,B1B2,201.6,247.10368141831407
251.0,77,0.0,B1B2,201.6,371.6358930388676
251.0,78,0.0,B1B2,201.6,386.63799867636993
251.0,80,0.0,B1B2,201.6,379.13693198784915
251.0,81,4.208913208173618,A1B1,184.90861662584882,198.4
251.0,82,13.232547527428329,A1A0,-1.6,101.379791424059
251.0,83,2.6660273563834256,A1B1,172.2378808719149,198.4
251.0,85,0.0,B2B1,198.4,208.2010109470803
251.0,86,10.699336408370048,C0C1,401.6,31.242293004579214
251.0,87,8.178795643914752,A1B1,28.678115921408697,198.4
251.0,88,0.0,B0B1,201.6,191.79898848734948
251.0,89,0.2634939212827702,A1B1,152.02613646030878,198.4
251.0,90,0.0,B1B2,201.6,364.13481532215735
251.0,91,11.849968518599914,B1A1,61.75832049250005,201.6
251.0,92,0.0,C0C1,401.6,191.798989625217
251.0,93,0.0,B0B1,201.6,184.29797158793298
251.0,94,6.502940725271218,B1A1,178.45851327104364,201.6
251.0,95,10.32488124205496,A2B2,30.716788177720083,398.4
251.0,96,1.5582826186516652,A1B1,161.20678274438248,198.4
251.0,97,0.0015975705761625306,A1B1,144.26151277651132,198.4
251.0,98,12.175120694428509,B1A1,84.73032699243646,201.6
252.0,100,14.583577274375967,C2B2,238.0961681820055,401.6
252.0,101,0.0,C0B0,208.2010614894611,1.6
252.0,102,0.09144232354549502,B0B1,201.6,176.72863000626947
252.0,103,0.0,C0C1,401.6,184.29789634026972
252.0,104,0.0,C0C1,401.6,176.79677345370672
252.0,105,0.0,B2B1,198.4,223.2030868413129
252.0,107,0.0,C2B2,208.20104530950232,401.6
252.0,108,5.575555583821869,C0B0,390.965301196063,1.6
252.0,109,6.735879703072749,A2B2,191.90153694471812,398.4
252.0,110,12.228104744230835,C1B1,240.40821039010586,201.6
252.0,111,11.553376953749195,C1C0,398.4,86.67252691674047
252.0,112,0.0,A0B0,191.79896248385134,-1.6
252.0,113,0.0,B1B2,201.6,356.63372714241336
252.0,114,13.946467967474558,A2B2,95.09248623273707,398.4
252.0,115,0.0,A0B0,184.29787711581142,-1.6
252.0,116,15.290183601216256,A2A1,-1.6,334.8903693871863
252.0,117,0.1605555837797582,A2A1,-1.6,208.22583700125097
252.0,118,5.932648345131138,:C2_0,401.33446774479603,398.6587257864278
