time,vehicle_id,road,speed
98,44,A1A0,14.05
98,45,A1A0,14.53
98,46,C1B1,9.23
98,47,A0B0,11.27
98,48,C2C1,11.6
98,49,C2C1,11.81
98,9,A0A1,10.86
99,12,B1B0,14.35
99,14,B1B2,12.36
99,15,C0B0,11.97
99,17,C1B1,12.47
99,19,B1C1,11.94
99,20,C1B1,0.0
99,21,A1A2,13.02
99,22,B0B1,13.19
99,23,B0B1,11.76
99,24,B1B0,10.72
99,25,B1B2,10.97
99,26,B2B1,3.36
99,27,B1B2,5.0
99,28,C1C0,6.68
99,29,B2B1,11.98
99,3,A1A0,14.49
99,30,C1B1,0.0
99,31,C1B1,0.01
99,32,:B0_10,3.47
99,33,A1B1,10.55
99,34,A0A1,13.57
99,35,:A1_9,6.99
99,36,C2B2,12.73
99,37,B2B1,3.12
99,38,C2B2,15.25
99,39,B2A2,2.28
99,4,A0A1,3.1
99,40,B1C1,0.0
99,41,B2A2,9.5
99,42,C0C1,5.99
99,43,C2C1,11.97
99,44,A1A0,14.14
99,45,A1A0,14.63
99,46,C1B1,11.44
99,47,A0B0,11.48
99,48,C2C1,11.62
99,49,C2C1,11.51
99,9,A0A1,11.9
